license_plate,expense_date,description,amount,category_name,ID_car
РО294ВВ,2023-07-31,,244.0,Пробег,19
АО845НВ,2023-07-31,,232.0,Пробег,20
УС723КЕ,2023-08-01,,2733.0,Аренда,13
СК833УХ,2023-08-01,,3136.0,Аренда,2
ХВ792ХС,2023-08-01,,249.0,Пробег,1
СК833УХ,2023-08-01,,345.0,Пробег,2
ХО448МЕ,2023-08-01,,289.0,Пробег,3
АХ570СВ,2023-08-01,,177.0,Пробег,4
ТК821ВА,2023-08-01,,187.0,Пробег,5
УН266НН,2023-08-01,,88.0,Пробег,6
СХ350ЕР,2023-08-01,,269.0,Пробег,7
АН510МВ,2023-08-01,,270.0,Пробег,8
ЕМ242КХ,2023-08-01,,82.0,Пробег,9
СР193АВ,2023-08-01,,325.0,Пробег,10
МС981АУ,2023-08-01,,165.0,Пробег,11
ЕР103ХХ,2023-08-01,,99.0,Пробег,12
УС723КЕ,2023-08-01,,183.0,Пробег,13
НР119ВН,2023-08-01,,121.0,Пробег,14
ВС884ЕЕ,2023-08-01,,122.0,Пробег,15
СХ806КХ,2023-08-01,,312.0,Пробег,16
НА702СК,2023-08-01,,245.0,Пробег,17
НВ626КМ,2023-08-01,,255.0,Пробег,18
РО294ВВ,2023-08-01,,296.0,Пробег,19
АО845НВ,2023-08-01,,241.0,Пробег,20
СК833УХ,2023-08-02,,2304.0,Логистика,2
НА702СК,2023-08-02,,705.0,Админ_расходы,17
УС723КЕ,2023-08-02,,2314.0,Логистика,13
ХВ792ХС,2023-08-02,,226.0,Пробег,1
СК833УХ,2023-08-02,,334.0,Пробег,2
ХО448МЕ,2023-08-02,,240.0,Пробег,3
АХ570СВ,2023-08-02,,142.0,Пробег,4
ТК821ВА,2023-08-02,,114.0,Пробег,5
УН266НН,2023-08-02,,102.0,Пробег,6
СХ350ЕР,2023-08-02,,267.0,Пробег,7
АН510МВ,2023-08-02,,259.0,Пробег,8
ЕМ242КХ,2023-08-02,,133.0,Пробег,9
СР193АВ,2023-08-02,,200.0,Пробег,10
МС981АУ,2023-08-02,,0.0,Пробег,11
ЕР103ХХ,2023-08-02,,0.0,Пробег,12
УС723КЕ,2023-08-02,,180.0,Пробег,13
НР119ВН,2023-08-02,,162.0,Пробег,14
ВС884ЕЕ,2023-08-02,,91.0,Пробег,15
СХ806КХ,2023-08-02,,261.0,Пробег,16
НА702СК,2023-08-02,,322.0,Пробег,17
НВ626КМ,2023-08-02,,320.0,Пробег,18
РО294ВВ,2023-08-02,,236.0,Пробег,19
АО845НВ,2023-08-02,,337.0,Пробег,20
СК833УХ,2023-08-03,,481.0,Админ_расходы,2
СХ350ЕР,2023-08-03,,2727.0,Аренда,7
СХ350ЕР,2023-08-03,,1014.0,Топливо,7
ХВ792ХС,2023-08-03,,199.0,Пробег,1
СК833УХ,2023-08-03,,336.0,Пробег,2
ХО448МЕ,2023-08-03,,276.0,Пробег,3
АХ570СВ,2023-08-03,,0.0,Пробег,4
ТК821ВА,2023-08-03,,119.0,Пробег,5
УН266НН,2023-08-03,,108.0,Пробег,6
СХ350ЕР,2023-08-03,,237.0,Пробег,7
АН510МВ,2023-08-03,,0.0,Пробег,8
ЕМ242КХ,2023-08-03,,101.0,Пробег,9
СР193АВ,2023-08-03,,244.0,Пробег,10
МС981АУ,2023-08-03,,137.0,Пробег,11
ЕР103ХХ,2023-08-03,,104.0,Пробег,12
УС723КЕ,2023-08-03,,111.0,Пробег,13
НР119ВН,2023-08-03,,126.0,Пробег,14
ВС884ЕЕ,2023-08-03,,103.0,Пробег,15
СХ806КХ,2023-08-03,,299.0,Пробег,16
НА702СК,2023-08-03,,321.0,Пробег,17
НВ626КМ,2023-08-03,,374.0,Пробег,18
РО294ВВ,2023-08-03,,229.0,Пробег,19
АО845НВ,2023-08-03,,341.0,Пробег,20
РО294ВВ,2023-08-04,,3255.0,Аренда,19
ХВ792ХС,2023-08-04,,256.0,Пробег,1
СК833УХ,2023-08-04,,382.0,Пробег,2
ХО448МЕ,2023-08-04,,181.0,Пробег,3
АХ570СВ,2023-08-04,,157.0,Пробег,4
ТК821ВА,2023-08-04,,170.0,Пробег,5
УН266НН,2023-08-04,,119.0,Пробег,6
СХ350ЕР,2023-08-04,,174.0,Пробег,7
АН510МВ,2023-08-04,,341.0,Пробег,8
ЕМ242КХ,2023-08-04,,91.0,Пробег,9
СР193АВ,2023-08-04,,248.0,Пробег,10
МС981АУ,2023-08-04,,125.0,Пробег,11
ЕР103ХХ,2023-08-04,,92.0,Пробег,12
УС723КЕ,2023-08-04,,96.0,Пробег,13
НР119ВН,2023-08-04,,90.0,Пробег,14
ВС884ЕЕ,2023-08-04,,87.0,Пробег,15
СХ806КХ,2023-08-04,,261.0,Пробег,16
НА702СК,2023-08-04,,346.0,Пробег,17
НВ626КМ,2023-08-04,,284.0,Пробег,18
РО294ВВ,2023-08-04,,237.0,Пробег,19
АО845НВ,2023-08-04,,418.0,Пробег,20
НА702СК,2023-08-05,,196.0,Админ_расходы,17
ХВ792ХС,2023-08-05,,265.0,Пробег,1
СК833УХ,2023-08-05,,356.0,Пробег,2
ХО448МЕ,2023-08-05,,275.0,Пробег,3
АХ570СВ,2023-08-05,,156.0,Пробег,4
ТК821ВА,2023-08-05,,202.0,Пробег,5
УН266НН,2023-08-05,,95.0,Пробег,6
СХ350ЕР,2023-08-05,,240.0,Пробег,7
АН510МВ,2023-08-05,,217.0,Пробег,8
ЕМ242КХ,2023-08-05,,94.0,Пробег,9
СР193АВ,2023-08-05,,277.0,Пробег,10
МС981АУ,2023-08-05,,101.0,Пробег,11
ЕР103ХХ,2023-08-05,,109.0,Пробег,12
УС723КЕ,2023-08-05,,169.0,Пробег,13
НР119ВН,2023-08-05,,75.0,Пробег,14
ВС884ЕЕ,2023-08-05,,100.0,Пробег,15
СХ806КХ,2023-08-05,,242.0,Пробег,16
НА702СК,2023-08-05,,214.0,Пробег,17
НВ626КМ,2023-08-05,,327.0,Пробег,18
РО294ВВ,2023-08-05,,236.0,Пробег,19
АО845НВ,2023-08-05,,286.0,Пробег,20
ВС884ЕЕ,2023-08-06,,822.0,Амортизация,15
ХВ792ХС,2023-08-06,,277.0,Пробег,1
СК833УХ,2023-08-06,,292.0,Пробег,2
ХО448МЕ,2023-08-06,,160.0,Пробег,3
АХ570СВ,2023-08-06,,129.0,Пробег,4
ТК821ВА,2023-08-06,,132.0,Пробег,5
УН266НН,2023-08-06,,99.0,Пробег,6
СХ350ЕР,2023-08-06,,263.0,Пробег,7
АН510МВ,2023-08-06,,311.0,Пробег,8
ЕМ242КХ,2023-08-06,,132.0,Пробег,9
СР193АВ,2023-08-06,,243.0,Пробег,10
МС981АУ,2023-08-06,,121.0,Пробег,11
ЕР103ХХ,2023-08-06,,110.0,Пробег,12
УС723КЕ,2023-08-06,,83.0,Пробег,13
НР119ВН,2023-08-06,,151.0,Пробег,14
ВС884ЕЕ,2023-08-06,,101.0,Пробег,15
СХ806КХ,2023-08-06,,208.0,Пробег,16
НА702СК,2023-08-06,,0.0,Пробег,17
НВ626КМ,2023-08-06,,326.0,Пробег,18
РО294ВВ,2023-08-06,,263.0,Пробег,19
АО845НВ,2023-08-06,,215.0,Пробег,20
АХ570СВ,2023-08-07,,3216.0,Аренда,4
ХВ792ХС,2023-08-07,,326.0,Пробег,1
СК833УХ,2023-08-07,,299.0,Пробег,2
ХО448МЕ,2023-08-07,,238.0,Пробег,3
АХ570СВ,2023-08-07,,176.0,Пробег,4
ТК821ВА,2023-08-07,,162.0,Пробег,5
УН266НН,2023-08-07,,96.0,Пробег,6
СХ350ЕР,2023-08-07,,282.0,Пробег,7
АН510МВ,2023-08-07,,268.0,Пробег,8
ЕМ242КХ,2023-08-07,,118.0,Пробег,9
СР193АВ,2023-08-07,,221.0,Пробег,10
МС981АУ,2023-08-07,,74.0,Пробег,11
ЕР103ХХ,2023-08-07,,100.0,Пробег,12
УС723КЕ,2023-08-07,,179.0,Пробег,13
НР119ВН,2023-08-07,,118.0,Пробег,14
ВС884ЕЕ,2023-08-07,,0.0,Пробег,15
СХ806КХ,2023-08-07,,313.0,Пробег,16
НА702СК,2023-08-07,,295.0,Пробег,17
НВ626КМ,2023-08-07,,281.0,Пробег,18
РО294ВВ,2023-08-07,,302.0,Пробег,19
АО845НВ,2023-08-07,,292.0,Пробег,20
СК833УХ,2023-08-08,,735.0,Админ_расходы,2
МС981АУ,2023-08-08,,1275.0,Топливо,11
НВ626КМ,2023-08-08,,2442.0,Логистика,18
ХВ792ХС,2023-08-08,,0.0,Пробег,1
СК833УХ,2023-08-08,,330.0,Пробег,2
ХО448МЕ,2023-08-08,,181.0,Пробег,3
АХ570СВ,2023-08-08,,148.0,Пробег,4
ТК821ВА,2023-08-08,,114.0,Пробег,5
УН266НН,2023-08-08,,100.0,Пробег,6
СХ350ЕР,2023-08-08,,320.0,Пробег,7
АН510МВ,2023-08-08,,286.0,Пробег,8
ЕМ242КХ,2023-08-08,,96.0,Пробег,9
СР193АВ,2023-08-08,,258.0,Пробег,10
МС981АУ,2023-08-08,,138.0,Пробег,11
ЕР103ХХ,2023-08-08,,102.0,Пробег,12
УС723КЕ,2023-08-08,,146.0,Пробег,13
НР119ВН,2023-08-08,,98.0,Пробег,14
ВС884ЕЕ,2023-08-08,,93.0,Пробег,15
СХ806КХ,2023-08-08,,0.0,Пробег,16
НА702СК,2023-08-08,,243.0,Пробег,17
НВ626КМ,2023-08-08,,0.0,Пробег,18
РО294ВВ,2023-08-08,,267.0,Пробег,19
АО845НВ,2023-08-08,,342.0,Пробег,20
НВ626КМ,2023-08-09,,2105.0,Логистика,18
ЕМ242КХ,2023-08-09,,822.0,Амортизация,9
МС981АУ,2023-08-09,,1324.0,Топливо,11
ХВ792ХС,2023-08-09,,163.0,Пробег,1
СК833УХ,2023-08-09,,306.0,Пробег,2
ХО448МЕ,2023-08-09,,275.0,Пробег,3
АХ570СВ,2023-08-09,,108.0,Пробег,4
ТК821ВА,2023-08-09,,122.0,Пробег,5
УН266НН,2023-08-09,,89.0,Пробег,6
СХ350ЕР,2023-08-09,,294.0,Пробег,7
АН510МВ,2023-08-09,,263.0,Пробег,8
ЕМ242КХ,2023-08-09,,80.0,Пробег,9
СР193АВ,2023-08-09,,236.0,Пробег,10
МС981АУ,2023-08-09,,144.0,Пробег,11
ЕР103ХХ,2023-08-09,,106.0,Пробег,12
УС723КЕ,2023-08-09,,0.0,Пробег,13
НР119ВН,2023-08-09,,102.0,Пробег,14
ВС884ЕЕ,2023-08-09,,121.0,Пробег,15
СХ806КХ,2023-08-09,,0.0,Пробег,16
НА702СК,2023-08-09,,0.0,Пробег,17
НВ626КМ,2023-08-09,,346.0,Пробег,18
РО294ВВ,2023-08-09,,249.0,Пробег,19
АО845НВ,2023-08-09,,281.0,Пробег,20
НВ626КМ,2023-08-10,,636.0,Админ_расходы,18
РО294ВВ,2023-08-10,,2143.0,Аренда,19
ХВ792ХС,2023-08-10,,247.0,Пробег,1
СК833УХ,2023-08-10,,335.0,Пробег,2
ХО448МЕ,2023-08-10,,252.0,Пробег,3
АХ570СВ,2023-08-10,,123.0,Пробег,4
ТК821ВА,2023-08-10,,183.0,Пробег,5
УН266НН,2023-08-10,,89.0,Пробег,6
СХ350ЕР,2023-08-10,,256.0,Пробег,7
АН510МВ,2023-08-10,,325.0,Пробег,8
ЕМ242КХ,2023-08-10,,83.0,Пробег,9
СР193АВ,2023-08-10,,272.0,Пробег,10
МС981АУ,2023-08-10,,125.0,Пробег,11
ЕР103ХХ,2023-08-10,,89.0,Пробег,12
УС723КЕ,2023-08-10,,0.0,Пробег,13
НР119ВН,2023-08-10,,152.0,Пробег,14
ВС884ЕЕ,2023-08-10,,82.0,Пробег,15
СХ806КХ,2023-08-10,,289.0,Пробег,16
НА702СК,2023-08-10,,342.0,Пробег,17
НВ626КМ,2023-08-10,,280.0,Пробег,18
РО294ВВ,2023-08-10,,271.0,Пробег,19
АО845НВ,2023-08-10,,305.0,Пробег,20
ЕР103ХХ,2023-08-11,,62.0,Налоги,12
ТК821ВА,2023-08-11,,1219.0,Топливо,5
СР193АВ,2023-08-11,,904.0,Админ_расходы,10
ХВ792ХС,2023-08-11,,297.0,Пробег,1
СК833УХ,2023-08-11,,188.0,Пробег,2
ХО448МЕ,2023-08-11,,219.0,Пробег,3
АХ570СВ,2023-08-11,,0.0,Пробег,4
ТК821ВА,2023-08-11,,160.0,Пробег,5
УН266НН,2023-08-11,,90.0,Пробег,6
СХ350ЕР,2023-08-11,,238.0,Пробег,7
АН510МВ,2023-08-11,,237.0,Пробег,8
ЕМ242КХ,2023-08-11,,90.0,Пробег,9
СР193АВ,2023-08-11,,217.0,Пробег,10
МС981АУ,2023-08-11,,95.0,Пробег,11
ЕР103ХХ,2023-08-11,,109.0,Пробег,12
УС723КЕ,2023-08-11,,168.0,Пробег,13
НР119ВН,2023-08-11,,131.0,Пробег,14
ВС884ЕЕ,2023-08-11,,102.0,Пробег,15
СХ806КХ,2023-08-11,,0.0,Пробег,16
НА702СК,2023-08-11,,366.0,Пробег,17
НВ626КМ,2023-08-11,,322.0,Пробег,18
РО294ВВ,2023-08-11,,281.0,Пробег,19
АО845НВ,2023-08-11,,0.0,Пробег,20
ТК821ВА,2023-08-12,,1085.0,Топливо,5
ХВ792ХС,2023-08-12,,245.0,Пробег,1
СК833УХ,2023-08-12,,394.0,Пробег,2
ХО448МЕ,2023-08-12,,307.0,Пробег,3
АХ570СВ,2023-08-12,,56.0,Пробег,4
ТК821ВА,2023-08-12,,184.0,Пробег,5
УН266НН,2023-08-12,,103.0,Пробег,6
СХ350ЕР,2023-08-12,,220.0,Пробег,7
АН510МВ,2023-08-12,,269.0,Пробег,8
ЕМ242КХ,2023-08-12,,110.0,Пробег,9
СР193АВ,2023-08-12,,209.0,Пробег,10
МС981АУ,2023-08-12,,131.0,Пробег,11
ЕР103ХХ,2023-08-12,,115.0,Пробег,12
УС723КЕ,2023-08-12,,159.0,Пробег,13
НР119ВН,2023-08-12,,147.0,Пробег,14
ВС884ЕЕ,2023-08-12,,135.0,Пробег,15
СХ806КХ,2023-08-12,,293.0,Пробег,16
НА702СК,2023-08-12,,325.0,Пробег,17
НВ626КМ,2023-08-12,,288.0,Пробег,18
РО294ВВ,2023-08-12,,273.0,Пробег,19
АО845НВ,2023-08-12,,267.0,Пробег,20
ЕР103ХХ,2023-08-13,,62.0,Налоги,12
ЕМ242КХ,2023-08-13,,4286.0,Аренда,9
ТК821ВА,2023-08-13,,22.0,Ремонт,5
ХВ792ХС,2023-08-13,,156.0,Пробег,1
СК833УХ,2023-08-13,,303.0,Пробег,2
ХО448МЕ,2023-08-13,,214.0,Пробег,3
АХ570СВ,2023-08-13,,151.0,Пробег,4
ТК821ВА,2023-08-13,,182.0,Пробег,5
УН266НН,2023-08-13,,83.0,Пробег,6
СХ350ЕР,2023-08-13,,304.0,Пробег,7
АН510МВ,2023-08-13,,302.0,Пробег,8
ЕМ242КХ,2023-08-13,,115.0,Пробег,9
СР193АВ,2023-08-13,,302.0,Пробег,10
МС981АУ,2023-08-13,,139.0,Пробег,11
ЕР103ХХ,2023-08-13,,129.0,Пробег,12
УС723КЕ,2023-08-13,,160.0,Пробег,13
НР119ВН,2023-08-13,,126.0,Пробег,14
ВС884ЕЕ,2023-08-13,,106.0,Пробег,15
СХ806КХ,2023-08-13,,0.0,Пробег,16
НА702СК,2023-08-13,,272.0,Пробег,17
НВ626КМ,2023-08-13,,302.0,Пробег,18
РО294ВВ,2023-08-13,,223.0,Пробег,19
АО845НВ,2023-08-13,,359.0,Пробег,20
ЕМ242КХ,2023-08-14,,62.0,Налоги,9
ВС884ЕЕ,2023-08-14,,1725.0,Логистика,15
ЕР103ХХ,2023-08-14,,1253.0,Топливо,12
ХВ792ХС,2023-08-14,,198.0,Пробег,1
СК833УХ,2023-08-14,,218.0,Пробег,2
ХО448МЕ,2023-08-14,,128.0,Пробег,3
АХ570СВ,2023-08-14,,189.0,Пробег,4
ТК821ВА,2023-08-14,,87.0,Пробег,5
УН266НН,2023-08-14,,90.0,Пробег,6
СХ350ЕР,2023-08-14,,256.0,Пробег,7
АН510МВ,2023-08-14,,227.0,Пробег,8
ЕМ242КХ,2023-08-14,,85.0,Пробег,9
СР193АВ,2023-08-14,,340.0,Пробег,10
МС981АУ,2023-08-14,,101.0,Пробег,11
ЕР103ХХ,2023-08-14,,106.0,Пробег,12
УС723КЕ,2023-08-14,,153.0,Пробег,13
НР119ВН,2023-08-14,,99.0,Пробег,14
ВС884ЕЕ,2023-08-14,,84.0,Пробег,15
СХ806КХ,2023-08-14,,287.0,Пробег,16
НА702СК,2023-08-14,,262.0,Пробег,17
НВ626КМ,2023-08-14,,346.0,Пробег,18
РО294ВВ,2023-08-14,,266.0,Пробег,19
АО845НВ,2023-08-14,,337.0,Пробег,20
СХ350ЕР,2023-08-15,,1626.0,Топливо,7
АХ570СВ,2023-08-15,,535.0,Админ_расходы,4
СК833УХ,2023-08-15,,2467.0,Логистика,2
ХВ792ХС,2023-08-15,,263.0,Пробег,1
СК833УХ,2023-08-15,,254.0,Пробег,2
ХО448МЕ,2023-08-15,,270.0,Пробег,3
АХ570СВ,2023-08-15,,118.0,Пробег,4
ТК821ВА,2023-08-15,,114.0,Пробег,5
УН266НН,2023-08-15,,136.0,Пробег,6
СХ350ЕР,2023-08-15,,275.0,Пробег,7
АН510МВ,2023-08-15,,290.0,Пробег,8
ЕМ242КХ,2023-08-15,,116.0,Пробег,9
СР193АВ,2023-08-15,,322.0,Пробег,10
МС981АУ,2023-08-15,,143.0,Пробег,11
ЕР103ХХ,2023-08-15,,88.0,Пробег,12
УС723КЕ,2023-08-15,,158.0,Пробег,13
НР119ВН,2023-08-15,,164.0,Пробег,14
ВС884ЕЕ,2023-08-15,,0.0,Пробег,15
СХ806КХ,2023-08-15,,221.0,Пробег,16
НА702СК,2023-08-15,,279.0,Пробег,17
НВ626КМ,2023-08-15,,202.0,Пробег,18
РО294ВВ,2023-08-15,,165.0,Пробег,19
АО845НВ,2023-08-15,,258.0,Пробег,20
АН510МВ,2023-08-17,,822.0,Амортизация,8
ХВ792ХС,2023-08-17,,261.0,Пробег,1
СК833УХ,2023-08-17,,193.0,Пробег,2
ХО448МЕ,2023-08-17,,179.0,Пробег,3
АХ570СВ,2023-08-17,,167.0,Пробег,4
ТК821ВА,2023-08-17,,158.0,Пробег,5
УН266НН,2023-08-17,,117.0,Пробег,6
СХ350ЕР,2023-08-17,,226.0,Пробег,7
АН510МВ,2023-08-17,,249.0,Пробег,8
ЕМ242КХ,2023-08-17,,81.0,Пробег,9
СР193АВ,2023-08-17,,247.0,Пробег,10
МС981АУ,2023-08-17,,133.0,Пробег,11
ЕР103ХХ,2023-08-17,,97.0,Пробег,12
УС723КЕ,2023-08-17,,151.0,Пробег,13
НР119ВН,2023-08-17,,110.0,Пробег,14
ВС884ЕЕ,2023-08-17,,106.0,Пробег,15
СХ806КХ,2023-08-17,,260.0,Пробег,16
НА702СК,2023-08-17,,257.0,Пробег,17
НВ626КМ,2023-08-17,,330.0,Пробег,18
РО294ВВ,2023-08-17,,311.0,Пробег,19
АО845НВ,2023-08-17,,273.0,Пробег,20
ХО448МЕ,2023-08-18,,2214.0,Аренда,3
СР193АВ,2023-08-18,,822.0,Амортизация,10
УС723КЕ,2023-08-18,,3183.0,Аренда,13
ХВ792ХС,2023-08-18,,276.0,Пробег,1
СК833УХ,2023-08-18,,245.0,Пробег,2
ХО448МЕ,2023-08-18,,215.0,Пробег,3
АХ570СВ,2023-08-18,,162.0,Пробег,4
ТК821ВА,2023-08-18,,99.0,Пробег,5
УН266НН,2023-08-18,,80.0,Пробег,6
СХ350ЕР,2023-08-18,,200.0,Пробег,7
АН510МВ,2023-08-18,,200.0,Пробег,8
ЕМ242КХ,2023-08-18,,87.0,Пробег,9
СР193АВ,2023-08-18,,292.0,Пробег,10
МС981АУ,2023-08-18,,113.0,Пробег,11
ЕР103ХХ,2023-08-18,,77.0,Пробег,12
УС723КЕ,2023-08-18,,108.0,Пробег,13
НР119ВН,2023-08-18,,140.0,Пробег,14
ВС884ЕЕ,2023-08-18,,0.0,Пробег,15
СХ806КХ,2023-08-18,,293.0,Пробег,16
НА702СК,2023-08-18,,292.0,Пробег,17
НВ626КМ,2023-08-18,,335.0,Пробег,18
РО294ВВ,2023-08-18,,311.0,Пробег,19
АО845НВ,2023-08-18,,266.0,Пробег,20
СК833УХ,2023-08-19,,822.0,Амортизация,2
ХВ792ХС,2023-08-19,,218.0,Пробег,1
СК833УХ,2023-08-19,,292.0,Пробег,2
ХО448МЕ,2023-08-19,,229.0,Пробег,3
АХ570СВ,2023-08-19,,127.0,Пробег,4
ТК821ВА,2023-08-19,,118.0,Пробег,5
УН266НН,2023-08-19,,117.0,Пробег,6
СХ350ЕР,2023-08-19,,233.0,Пробег,7
АН510МВ,2023-08-19,,191.0,Пробег,8
ЕМ242КХ,2023-08-19,,71.0,Пробег,9
СР193АВ,2023-08-19,,222.0,Пробег,10
МС981АУ,2023-08-19,,106.0,Пробег,11
ЕР103ХХ,2023-08-19,,114.0,Пробег,12
УС723КЕ,2023-08-19,,138.0,Пробег,13
НР119ВН,2023-08-19,,147.0,Пробег,14
ВС884ЕЕ,2023-08-19,,148.0,Пробег,15
СХ806КХ,2023-08-19,,287.0,Пробег,16
НА702СК,2023-08-19,,262.0,Пробег,17
НВ626КМ,2023-08-19,,271.0,Пробег,18
РО294ВВ,2023-08-19,,285.0,Пробег,19
АО845НВ,2023-08-19,,207.0,Пробег,20
ХО448МЕ,2023-08-20,,932.0,Админ_расходы,3
АО845НВ,2023-08-20,,1862.0,Логистика,20
МС981АУ,2023-08-20,,1587.0,Топливо,11
ХВ792ХС,2023-08-20,,260.0,Пробег,1
СК833УХ,2023-08-20,,375.0,Пробег,2
ХО448МЕ,2023-08-20,,193.0,Пробег,3
АХ570СВ,2023-08-20,,196.0,Пробег,4
ТК821ВА,2023-08-20,,192.0,Пробег,5
УН266НН,2023-08-20,,112.0,Пробег,6
СХ350ЕР,2023-08-20,,237.0,Пробег,7
АН510МВ,2023-08-20,,246.0,Пробег,8
ЕМ242КХ,2023-08-20,,70.0,Пробег,9
СР193АВ,2023-08-20,,270.0,Пробег,10
МС981АУ,2023-08-20,,115.0,Пробег,11
ЕР103ХХ,2023-08-20,,58.0,Пробег,12
УС723КЕ,2023-08-20,,215.0,Пробег,13
НР119ВН,2023-08-20,,120.0,Пробег,14
ВС884ЕЕ,2023-08-20,,100.0,Пробег,15
СХ806КХ,2023-08-20,,256.0,Пробег,16
НА702СК,2023-08-20,,230.0,Пробег,17
НВ626КМ,2023-08-20,,298.0,Пробег,18
РО294ВВ,2023-08-20,,299.0,Пробег,19
АО845НВ,2023-08-20,,261.0,Пробег,20
СХ806КХ,2023-08-21,,909.0,Админ_расходы,16
ХВ792ХС,2023-08-21,,212.0,Пробег,1
СК833УХ,2023-08-21,,320.0,Пробег,2
ХО448МЕ,2023-08-21,,230.0,Пробег,3
АХ570СВ,2023-08-21,,141.0,Пробег,4
ТК821ВА,2023-08-21,,133.0,Пробег,5
УН266НН,2023-08-21,,97.0,Пробег,6
СХ350ЕР,2023-08-21,,257.0,Пробег,7
АН510МВ,2023-08-21,,289.0,Пробег,8
ЕМ242КХ,2023-08-21,,81.0,Пробег,9
СР193АВ,2023-08-21,,226.0,Пробег,10
МС981АУ,2023-08-21,,95.0,Пробег,11
ЕР103ХХ,2023-08-21,,120.0,Пробег,12
УС723КЕ,2023-08-21,,159.0,Пробег,13
НР119ВН,2023-08-21,,92.0,Пробег,14
ВС884ЕЕ,2023-08-21,,115.0,Пробег,15
СХ806КХ,2023-08-21,,328.0,Пробег,16
НА702СК,2023-08-21,,319.0,Пробег,17
НВ626КМ,2023-08-21,,251.0,Пробег,18
РО294ВВ,2023-08-21,,247.0,Пробег,19
АО845НВ,2023-08-21,,211.0,Пробег,20
СР193АВ,2023-08-23,,62.0,Налоги,10
ВС884ЕЕ,2023-08-23,,822.0,Амортизация,15
ХВ792ХС,2023-08-23,,260.0,Пробег,1
СК833УХ,2023-08-23,,311.0,Пробег,2
ХО448МЕ,2023-08-23,,193.0,Пробег,3
АХ570СВ,2023-08-23,,210.0,Пробег,4
ТК821ВА,2023-08-23,,171.0,Пробег,5
УН266НН,2023-08-23,,85.0,Пробег,6
СХ350ЕР,2023-08-23,,220.0,Пробег,7
АН510МВ,2023-08-23,,166.0,Пробег,8
ЕМ242КХ,2023-08-23,,99.0,Пробег,9
СР193АВ,2023-08-23,,300.0,Пробег,10
МС981АУ,2023-08-23,,126.0,Пробег,11
ЕР103ХХ,2023-08-23,,122.0,Пробег,12
УС723КЕ,2023-08-23,,184.0,Пробег,13
НР119ВН,2023-08-23,,103.0,Пробег,14
ВС884ЕЕ,2023-08-23,,100.0,Пробег,15
СХ806КХ,2023-08-23,,271.0,Пробег,16
НА702СК,2023-08-23,,322.0,Пробег,17
НВ626КМ,2023-08-23,,260.0,Пробег,18
РО294ВВ,2023-08-23,,219.0,Пробег,19
АО845НВ,2023-08-23,,346.0,Пробег,20
ХВ792ХС,2023-08-24,,542.0,Админ_расходы,1
ХВ792ХС,2023-08-24,,252.0,Пробег,1
СК833УХ,2023-08-24,,243.0,Пробег,2
ХО448МЕ,2023-08-24,,256.0,Пробег,3
АХ570СВ,2023-08-24,,100.0,Пробег,4
ТК821ВА,2023-08-24,,149.0,Пробег,5
УН266НН,2023-08-24,,83.0,Пробег,6
СХ350ЕР,2023-08-24,,250.0,Пробег,7
АН510МВ,2023-08-24,,258.0,Пробег,8
ЕМ242КХ,2023-08-24,,80.0,Пробег,9
СР193АВ,2023-08-24,,294.0,Пробег,10
МС981АУ,2023-08-24,,133.0,Пробег,11
ЕР103ХХ,2023-08-24,,0.0,Пробег,12
УС723КЕ,2023-08-24,,120.0,Пробег,13
НР119ВН,2023-08-24,,136.0,Пробег,14
ВС884ЕЕ,2023-08-24,,105.0,Пробег,15
СХ806КХ,2023-08-24,,302.0,Пробег,16
НА702СК,2023-08-24,,384.0,Пробег,17
НВ626КМ,2023-08-24,,313.0,Пробег,18
РО294ВВ,2023-08-24,,199.0,Пробег,19
АО845НВ,2023-08-24,,350.0,Пробег,20
ЕР103ХХ,2023-08-25,,2941.0,Логистика,12
ХВ792ХС,2023-08-25,,217.0,Пробег,1
СК833УХ,2023-08-25,,258.0,Пробег,2
ХО448МЕ,2023-08-25,,200.0,Пробег,3
АХ570СВ,2023-08-25,,141.0,Пробег,4
ТК821ВА,2023-08-25,,129.0,Пробег,5
УН266НН,2023-08-25,,104.0,Пробег,6
СХ350ЕР,2023-08-25,,297.0,Пробег,7
АН510МВ,2023-08-25,,285.0,Пробег,8
ЕМ242КХ,2023-08-25,,129.0,Пробег,9
СР193АВ,2023-08-25,,333.0,Пробег,10
МС981АУ,2023-08-25,,149.0,Пробег,11
ЕР103ХХ,2023-08-25,,0.0,Пробег,12
УС723КЕ,2023-08-25,,119.0,Пробег,13
НР119ВН,2023-08-25,,133.0,Пробег,14
ВС884ЕЕ,2023-08-25,,98.0,Пробег,15
СХ806КХ,2023-08-25,,258.0,Пробег,16
НА702СК,2023-08-25,,278.0,Пробег,17
НВ626КМ,2023-08-25,,431.0,Пробег,18
РО294ВВ,2023-08-25,,290.0,Пробег,19
АО845НВ,2023-08-25,,285.0,Пробег,20
МС981АУ,2023-08-27,,2393.0,Логистика,11
ХВ792ХС,2023-08-27,,312.0,Пробег,1
СК833УХ,2023-08-27,,262.0,Пробег,2
ХО448МЕ,2023-08-27,,251.0,Пробег,3
АХ570СВ,2023-08-27,,145.0,Пробег,4
ТК821ВА,2023-08-27,,100.0,Пробег,5
УН266НН,2023-08-27,,83.0,Пробег,6
