Дата,Автомобиль,Пробег_км,Топливо_руб,Зарплата_руб,Ремонт_руб,Аренда_руб,Амортизация_руб,Налоги_руб,Админ_расходы_руб,Штрафы_руб
2023-06-27,Car_3,225,1679,2590,67,3111,822,62,981,0
2023-06-27,Car_3,249,1858,2122,0,3714,822,62,703,0
2023-06-28,Car_8,186,1198,3268,0,2537,822,62,555,0
2023-06-28,Car_7,272,1755,1864,0,3471,822,62,1096,0
2023-06-28,Car_8,280,1804,2457,0,3396,822,62,1000,6538
2023-06-28,Car_4,236,1517,2341,0,3159,822,62,737,12359
2023-06-28,Car_3,213,1371,2500,0,3318,822,62,1030,0
2023-06-29,Car_5,266,2189,1960,0,2679,822,62,717,0
2023-06-29,Car_8,150,1233,2322,0,2369,822,62,619,0
2023-06-29,Car_7,246,2025,2509,0,2663,822,62,508,0
2023-06-29,Car_10,208,1713,2829,0,2854,822,62,809,0
2023-06-30,Car_8,251,1752,2661,0,3360,822,62,618,0
2023-07-01,Car_4,152,923,2176,15,2505,822,62,577,0
2023-07-01,Car_4,373,2271,2220,0,2631,822,62,977,0
2023-07-01,Car_6,244,1483,3388,0,3177,822,62,802,0
2023-07-01,Car_10,187,1138,2600,5,2555,822,62,686,9454
2023-07-01,Car_7,264,1605,2912,0,3409,822,62,974,0
2023-07-03,Car_8,291,2003,2475,0,3872,822,62,792,0
2023-07-04,Car_7,245,1581,2536,0,2930,822,62,1161,0
2023-07-05,Car_1,292,2049,2987,0,3025,822,62,1011,0
2023-07-05,Car_1,189,1326,2294,0,2884,822,62,758,0
2023-07-05,Car_2,158,1114,2899,0,3514,822,62,654,0
2023-07-05,Car_4,249,1750,2612,0,3124,822,62,373,0
2023-07-05,Car_6,202,1421,1452,16,3082,822,62,521,8968
2023-07-08,Car_9,151,917,2704,0,4006,822,62,703,0
2023-07-08,Car_10,186,1134,2988,0,3312,822,62,959,14308
2023-07-08,Car_1,228,1389,1936,0,3114,822,62,718,0
2023-07-09,Car_9,263,1497,2832,0,4595,822,62,980,0
2023-07-09,Car_1,244,1391,1629,0,3190,822,62,836,0
2023-07-09,Car_1,199,1133,2457,154,3273,822,62,709,0
2023-07-12,Car_2,312,2099,2625,0,2931,822,62,886,0
2023-07-12,Car_6,243,1633,2175,0,3092,822,62,965,0
2023-07-12,Car_1,217,1459,2956,0,3577,822,62,822,0
2023-07-13,Car_10,262,1534,2187,0,2817,822,62,648,0
2023-07-13,Car_7,241,1409,2868,0,2418,822,62,740,0
2023-07-13,Car_4,260,1519,3007,0,3514,822,62,605,0
2023-07-13,Car_10,177,1035,2627,0,2497,822,62,623,0
2023-07-14,Car_3,224,1505,2182,0,2436,822,62,245,0
2023-07-14,Car_10,308,2062,2244,0,3139,822,62,622,0
2023-07-14,Car_2,160,1070,2143,0,2276,822,62,903,0
2023-07-14,Car_1,301,2021,2565,0,3112,822,62,561,0
2023-07-15,Car_6,198,1350,2228,0,3447,822,62,635,0
2023-07-15,Car_10,274,1874,2513,0,3652,822,62,1177,0
2023-07-17,Car_10,295,1976,2348,0,2811,822,62,734,0
2023-07-17,Car_9,313,2093,3256,0,3212,822,62,936,0
2023-07-18,Car_6,181,1202,2113,0,2898,822,62,738,0
2023-07-18,Car_10,233,1548,2802,0,3214,822,62,1301,0
2023-07-19,Car_1,223,1321,1468,0,2387,822,62,903,0
2023-07-20,Car_9,175,1189,2210,25,3696,822,62,761,0
2023-07-20,Car_8,241,1641,1925,0,2363,822,62,684,0
2023-07-21,Car_8,254,1760,2765,0,2993,822,62,639,0
2023-07-21,Car_5,144,996,2823,45,2872,822,62,478,0
2023-07-21,Car_1,296,2056,2747,0,2766,822,62,1102,0
2023-07-21,Car_9,230,1593,2489,0,2074,822,62,625,0
2023-07-21,Car_10,245,1700,2779,0,3051,822,62,749,0
2023-07-22,Car_1,200,1451,2703,0,2198,822,62,890,0
2023-07-23,Car_8,300,2171,2278,0,3471,822,62,774,0
2023-07-23,Car_10,223,1609,2345,0,2784,822,62,1270,0
2023-07-24,Car_7,245,1417,2453,0,3942,822,62,1133,0
2023-07-24,Car_3,226,1306,3242,0,3387,822,62,845,0
2023-07-24,Car_8,288,1661,1947,0,3744,822,62,564,0
2023-07-26,Car_1,240,1658,3107,0,3732,822,62,932,0
2023-07-26,Car_2,218,1508,2244,0,3669,822,62,1532,0
2023-07-26,Car_4,213,1475,2261,0,2704,822,62,322,0
2023-07-27,Car_3,274,1891,2388,62,2912,822,62,544,0
2023-07-28,Car_10,272,1882,3167,6,3457,822,62,824,0
2023-07-28,Car_9,287,1983,2520,0,3200,822,62,954,0
2023-07-29,Car_2,213,1898,2040,0,2739,822,62,869,0
2023-07-29,Car_10,260,2314,2646,0,3259,822,62,675,0
2023-07-31,Car_6,260,1894,3761,0,2560,822,62,575,0
2023-07-31,Car_5,272,1984,2557,0,3411,822,62,315,0
2023-07-31,Car_6,269,1961,1894,3,3422,822,62,640,0
2023-07-31,Car_10,128,930,2458,0,2938,822,62,1141,10528
2023-08-01,Car_10,173,1238,1888,0,3774,822,62,273,0
2023-08-01,Car_2,207,1487,2106,0,3450,822,62,840,0
2023-08-02,Car_2,160,1117,2768,0,2144,822,62,814,0
2023-08-02,Car_2,206,1439,1759,18,2299,822,62,957,0
2023-08-02,Car_8,277,1933,2783,0,3262,822,62,1350,0
2023-08-02,Car_8,292,2041,2241,0,3152,822,62,635,0
2023-08-03,Car_1,223,1433,2075,6,2673,822,62,661,0
2023-08-04,Car_8,267,1886,3048,1,4585,822,62,473,0
2023-08-04,Car_2,212,1492,2554,44,3612,822,62,554,0
2023-08-04,Car_10,183,1295,3320,0,3608,822,62,743,0
2023-08-04,Car_3,187,1316,2725,0,2821,822,62,535,0
2023-08-04,Car_5,232,1634,2341,0,3186,822,62,894,0
2023-08-04,Car_4,252,1779,1477,0,3348,822,62,828,8821
2023-08-05,Car_4,289,1776,2567,119,2919,822,62,883,0
2023-08-05,Car_10,329,2020,2155,0,2562,822,62,475,0
2023-08-06,Car_6,184,1185,2985,0,2554,822,62,701,0
2023-08-07,Car_3,282,1778,1986,0,3326,822,62,975,0
2023-08-07,Car_4,177,1117,2147,0,3104,822,62,515,0
2023-08-07,Car_10,244,1538,2754,0,3670,822,62,475,8389
2023-08-08,Car_7,219,1455,2527,0,3172,822,62,257,0
2023-08-08,Car_8,124,827,2777,0,2854,822,62,782,0
2023-08-09,Car_4,273,2179,2120,0,3682,822,62,764,0
2023-08-09,Car_5,283,2257,2240,0,3008,822,62,817,0
2023-08-10,Car_5,237,1297,2039,0,1795,822,62,882,0
2023-08-10,Car_4,282,1548,2306,0,2750,822,62,607,0
2023-08-10,Car_2,134,735,3035,12,2860,822,62,607,0
2023-08-10,Car_5,247,1354,2308,0,2856,822,62,872,0
2023-08-11,Car_4,168,1177,2436,39,4127,822,62,987,12619
2023-08-11,Car_1,278,1950,2889,0,3132,822,62,824,0
2023-08-12,Car_5,246,1383,2544,0,2554,822,62,675,0
2023-08-13,Car_9,318,2009,3229,0,2920,822,62,752,5743
2023-08-13,Car_6,273,1728,2372,0,2154,822,62,805,13107
2023-08-13,Car_2,326,2062,2630,0,2870,822,62,439,0
2023-08-13,Car_1,230,1451,2163,12,3044,822,62,877,0
2023-08-13,Car_8,242,1532,2140,0,2029,822,62,918,0
2023-08-15,Car_1,206,1368,2987,0,2907,822,62,809,0
2023-08-15,Car_2,277,1837,2587,0,3305,822,62,915,0
2023-08-16,Car_4,229,1366,2804,0,2659,822,62,742,0
2023-08-17,Car_4,270,1668,2270,0,2950,822,62,730,0
2023-08-18,Car_6,255,1787,3109,113,2807,822,62,815,0
2023-08-18,Car_10,212,1486,2400,60,3823,822,62,800,0
2023-08-18,Car_2,310,2171,1906,0,3436,822,62,758,0
2023-08-18,Car_6,197,1377,2716,19,3304,822,62,730,0
2023-08-19,Car_10,185,1142,2110,0,2709,822,62,941,0
2023-08-20,Car_3,223,1504,2145,0,3652,822,62,1072,0
2023-08-20,Car_8,311,2095,3058,0,3138,822,62,591,0
2023-08-20,Car_8,267,1797,2253,0,2458,822,62,695,0
2023-08-20,Car_10,180,1210,2564,0,3033,822,62,615,0
2023-08-20,Car_8,121,816,3217,0,2640,822,62,829,0
2023-08-20,Car_5,332,2235,1714,0,3654,822,62,783,7329
2023-08-22,Car_9,252,1566,2337,22,2679,822,62,433,0
2023-08-23,Car_6,205,1616,2336,0,3286,822,62,857,0
2023-08-23,Car_1,249,1963,2290,0,3743,822,62,806,0
2023-08-23,Car_6,140,1106,2577,0,3117,822,62,621,0
2023-08-25,Car_2,239,1289,2856,0,3669,822,62,872,0
2023-08-25,Car_4,202,1088,2338,2,3224,822,62,677,0
2023-08-25,Car_6,294,1582,3606,0,2906,822,62,854,0
2023-08-26,Car_6,166,1112,2628,0,3756,822,62,767,0
2023-08-26,Car_1,212,1426,2801,0,2397,822,62,872,5918
2023-08-26,Car_3,153,1026,1955,0,3258,822,62,884,0
2023-08-26,Car_2,263,1763,2811,0,3576,822,62,789,9269
2023-08-27,Car_10,201,1247,2916,0,2325,822,62,906,0
2023-08-27,Car_5,298,1851,2640,0,3613,822,62,631,0
2023-08-28,Car_1,236,1676,3611,0,3314,822,62,808,0
2023-08-28,Car_6,251,1788,2415,0,2300,822,62,1036,0
2023-08-28,Car_9,362,2571,2756,0,3549,822,62,879,0
2023-08-29,Car_6,265,1621,2105,0,3055,822,62,813,0
2023-08-29,Car_5,178,1091,2975,0,2427,822,62,1170,0
2023-08-29,Car_7,270,1651,2061,0,3287,822,62,1019,0
2023-08-29,Car_9,179,1094,3018,45,3363,822,62,909,0
2023-08-30,Car_10,290,1891,2461,0,3409,822,62,844,0
2023-08-31,Car_1,246,1700,2162,32,3079,822,62,911,0
2023-08-31,Car_6,211,1459,2766,0,3190,822,62,647,14211
2023-08-31,Car_3,207,1428,2178,0,2882,822,62,1015,0
2023-09-01,Car_5,248,1765,2847,0,3115,822,62,409,0
2023-09-01,Car_7,226,1607,2776,0,3337,822,62,853,0
2023-09-01,Car_7,249,1771,1432,0,2354,822,62,1161,0
2023-09-02,Car_3,208,1223,2333,3,2994,822,62,869,0
2023-09-03,Car_6,321,2055,2439,0,2959,822,62,752,0
2023-09-05,Car_2,304,1890,2914,0,2479,822,62,1093,0
2023-09-05,Car_7,258,1603,3278,21,1687,822,62,731,0
2023-09-05,Car_10,183,1133,2551,0,3554,822,62,817,0
2023-09-05,Car_4,185,1149,2648,0,4156,822,62,917,0
2023-09-06,Car_1,290,2224,1966,0,3100,822,62,582,6626
2023-09-06,Car_10,233,1786,2285,0,2981,822,62,931,0
2023-09-06,Car_3,319,2441,2817,1,2297,822,62,686,0
2023-09-07,Car_9,324,2216,2748,0,2702,822,62,1058,0
2023-09-07,Car_5,212,1451,2200,10,2694,822,62,756,0
2023-09-08,Car_10,164,961,2662,0,2191,822,62,618,0
2023-09-10,Car_2,198,1556,2500,0,2584,822,62,1130,11111
2023-09-10,Car_6,153,1206,2046,23,3502,822,62,479,0
2023-09-10,Car_1,227,1787,2063,0,3629,822,62,749,0
2023-09-10,Car_8,241,1900,2089,0,3016,822,62,703,0
2023-09-10,Car_8,269,2114,2562,0,2684,822,62,904,0
2023-09-10,Car_3,226,1778,3167,0,3143,822,62,718,0
2023-09-11,Car_7,180,1301,2552,0,2919,822,62,656,0
2023-09-12,Car_5,268,1525,1921,0,2932,822,62,788,0
2023-09-12,Car_10,137,781,2410,0,1657,822,62,1078,0
2023-09-13,Car_8,317,2002,2218,0,3493,822,62,641,0
2023-09-13,Car_6,184,1164,2459,0,1566,822,62,987,0
2023-09-14,Car_8,251,1845,2274,0,2719,822,62,706,0
2023-09-14,Car_2,222,1636,3066,0,3096,822,62,973,0
2023-09-14,Car_2,175,1292,2913,0,3521,822,62,1113,0
2023-09-14,Car_2,239,1763,2561,19,2643,822,62,802,0
2023-09-15,Car_10,205,1265,1991,0,2749,822,62,551,0
2023-09-16,Car_7,253,1740,2816,0,3109,822,62,853,0
2023-09-16,Car_6,272,1868,3063,0,3441,822,62,703,0
2023-09-16,Car_4,251,1721,2742,0,2836,822,62,690,0
2023-09-16,Car_2,267,1833,2551,0,2848,822,62,564,0
2023-09-16,Car_1,205,1406,1819,0,2337,822,62,804,0
2023-09-17,Car_8,275,1943,2510,0,3197,822,62,739,0
2023-09-17,Car_4,199,1408,2465,0,3137,822,62,1118,0
2023-09-18,Car_9,247,1490,2199,0,3830,822,62,839,0
2023-09-18,Car_3,199,1205,2708,0,3156,822,62,899,0
2023-09-18,Car_5,270,1634,2266,0,3349,822,62,954,0
2023-09-19,Car_10,227,1492,2286,0,2926,822,62,859,0
2023-09-19,Car_2,210,1376,2784,0,3289,822,62,924,0
2023-09-19,Car_2,252,1656,2912,21,3674,822,62,959,0
2023-09-20,Car_1,129,599,3035,0,2926,822,62,876,0
2023-09-21,Car_8,185,1105,1824,0,1477,822,62,604,0
2023-09-22,Car_6,164,1060,2207,0,3357,822,62,738,0
2023-09-22,Car_10,223,1436,1927,0,3261,822,62,748,0
2023-09-22,Car_7,264,1702,2703,0,2119,822,62,789,0
2023-09-22,Car_4,198,1276,2367,0,2832,822,62,836,0
2023-09-22,Car_5,237,1527,1944,0,2962,822,62,860,0
2023-09-22,Car_2,186,1201,2684,0,4383,822,62,710,0
2023-09-22,Car_8,210,1351,2313,0,2690,822,62,734,0
2023-09-23,Car_8,274,1602,2903,0,3034,822,62,1056,0
2023-09-23,Car_8,283,1657,2735,5,2518,822,62,924,14995
2023-09-23,Car_4,211,1234,2614,0,3317,822,62,755,0
2023-09-24,Car_10,289,2189,1678,0,2347,822,62,1271,0
2023-09-24,Car_2,212,1605,2712,0,3389,822,62,830,0
2023-09-24,Car_3,283,2148,2081,77,3635,822,62,634,0
2023-09-25,Car_5,236,1357,2559,0,2257,822,62,696,0
2023-09-26,Car_1,242,1536,2319,0,3796,822,62,701,0
2023-09-26,Car_2,243,1542,1942,0,4077,822,62,681,0
2023-09-27,Car_6,203,1357,2159,36,2922,822,62,895,0
2023-09-27,Car_1,246,1646,2847,83,3398,822,62,646,0
2023-09-27,Car_10,199,1331,2398,0,2501,822,62,607,9965
2023-09-27,Car_4,274,1829,2089,0,3454,822,62,725,0
2023-09-29,Car_2,182,1044,2519,0,2231,822,62,355,0
2023-09-29,Car_6,246,1413,2668,0,3586,822,62,1000,0
2023-10-01,Car_8,324,2141,2679,0,3317,822,62,700,0
2023-10-01,Car_4,247,1632,2198,0,2699,822,62,732,0
2023-10-01,Car_4,348,2300,2353,0,3627,822,62,745,0
2023-10-01,Car_6,241,1593,2893,0,3803,822,62,520,0
2023-10-02,Car_2,351,2112,2910,0,3787,822,62,719,0
2023-10-02,Car_8,243,1462,2159,18,3898,822,62,815,0
2023-10-03,Car_9,225,1550,2238,0,2614,822,62,753,0
2023-10-04,Car_8,237,1594,2594,0,3144,822,62,559,11312
2023-10-05,Car_5,168,1048,2656,0,2433,822,62,356,0
2023-10-05,Car_4,196,1222,1765,0,3756,822,62,923,0
2023-10-06,Car_5,246,1633,2232,0,2980,822,62,755,0
2023-10-07,Car_10,180,1149,1917,0,3747,822,62,658,0
2023-10-07,Car_5,282,1798,1782,0,2710,822,62,734,0
2023-10-07,Car_8,257,1639,2580,0,2783,822,62,835,0
2023-10-07,Car_8,322,2049,1658,35,3542,822,62,1208,10692
2023-10-08,Car_7,266,1773,1955,0,2947,822,62,945,0
2023-10-08,Car_8,306,2043,2792,0,3164,822,62,908,0
2023-10-08,Car_10,254,1691,3374,0,3630,822,62,663,7467
2023-10-08,Car_3,229,1525,2114,0,3792,822,62,872,0
2023-10-08,Car_8,298,1988,2637,0,3058,822,62,746,0
2023-10-10,Car_1,257,1942,2185,21,4262,822,62,934,0
2023-10-11,Car_7,179,1048,2557,0,2925,822,62,845,0
2023-10-12,Car_6,242,1904,2191,11,3308,822,62,978,0
2023-10-12,Car_10,271,2137,2576,0,2747,822,62,663,0
2023-10-12,Car_4,193,1520,2535,22,3228,822,62,715,0
2023-10-12,Car_2,157,1238,2500,0,2863,822,62,696,5947
2023-10-13,Car_8,265,1441,2856,0,2520,822,62,576,8473
2023-10-13,Car_1,242,1313,1975,0,3503,822,62,642,0
2023-10-14,Car_1,278,1811,2513,0,3783,822,62,961,0
2023-10-15,Car_8,325,2257,2035,0,3294,822,62,454,0
2023-10-16,Car_6,227,1535,2295,0,2868,822,62,646,0
2023-10-16,Car_10,193,1307,2417,0,3571,822,62,983,0
2023-10-16,Car_7,278,1879,2391,0,2797,822,62,797,0
2023-10-17,Car_3,273,1698,2365,0,3507,822,62,828,0
2023-10-17,Car_1,263,1637,2692,0,3395,822,62,946,0
2023-10-17,Car_9,221,1377,2330,0,2863,822,62,1012,0
2023-10-17,Car_5,289,1798,2819,0,3221,822,62,565,5754
2023-10-17,Car_7,285,1775,2597,0,3921,822,62,381,0
2023-10-18,Car_9,249,1615,1728,0,2716,822,62,665,0
2023-10-18,Car_5,239,1547,2299,0,3165,822,62,770,0
2023-10-18,Car_4,194,1256,3047,0,2865,822,62,600,0
2023-10-19,Car_6,179,1126,2684,0,2181,822,62,845,5785
2023-10-20,Car_4,277,1731,1346,0,3054,822,62,817,0
2023-10-20,Car_1,212,1324,1761,0,3134,822,62,714,0
2023-10-20,Car_3,266,1659,2606,0,3482,822,62,769,0
2023-10-20,Car_1,339,2116,1464,0,2098,822,62,1212,0
2023-10-20,Car_10,249,1556,2644,0,2589,822,62,901,0
2023-10-21,Car_5,202,1434,2270,0,3494,822,62,867,0
2023-10-21,Car_6,391,2778,2740,0,2592,822,62,992,0
2023-10-21,Car_10,223,1589,2469,0,4002,822,62,649,0
2023-10-21,Car_7,215,1531,3140,0,2364,822,62,965,0
2023-10-23,Car_8,214,1325,2828,0,2336,822,62,885,0
2023-10-24,Car_7,230,1645,2753,0,2440,822,62,1312,0
2023-10-24,Car_7,204,1454,1710,0,2945,822,62,650,0
2023-10-24,Car_4,212,1515,2232,86,3673,822,62,978,0
2023-10-24,Car_8,214,1529,1966,5,3542,822,62,945,0
2023-10-25,Car_10,262,1778,1859,29,3432,822,62,643,0
2023-10-25,Car_3,278,1889,2829,0,2588,822,62,1045,0
2023-10-27,Car_8,167,1166,2307,0,3922,822,62,519,5039
2023-10-28,Car_1,213,1297,2490,0,3594,822,62,374,0
2023-10-29,Car_6,224,1401,2421,6,2984,822,62,477,0
2023-10-29,Car_1,315,1974,2434,38,3349,822,62,798,0
2023-10-29,Car_9,188,1179,2051,0,3011,822,62,763,0
2023-10-29,Car_10,254,1590,1856,0,2648,822,62,661,0
2023-10-30,Car_6,374,2635,2332,0,3440,822,62,715,0
2023-10-30,Car_2,207,1457,2361,0,2894,822,62,954,0
2023-10-30,Car_5,262,1848,2900,0,3637,822,62,620,0
2023-11-01,Car_2,193,1270,1883,0,3310,822,62,935,0
2023-11-01,Car_4,266,1752,2168,0,3362,822,62,479,0
2023-11-02,Car_1,190,1271,2352,0,3633,822,62,734,0
2023-11-02,Car_2,236,1576,2304,0,2382,822,62,1118,0
2023-11-02,Car_5,182,1213,2516,2,3311,822,62,1079,0
2023-11-03,Car_1,267,1970,2743,0,3565,822,62,689,0
2023-11-04,Car_2,193,1204,2367,0,3200,822,62,1009,0
2023-11-04,Car_8,237,1480,2013,0,3480,822,62,996,0
2023-11-05,Car_4,180,1245,2937,0,2022,822,62,505,7268
2023-11-05,Car_9,258,1789,2525,93,3562,822,62,638,0
2023-11-06,Car_7,197,1278,2303,0,3778,822,62,479,0
2023-11-07,Car_5,184,1190,2476,0,2543,822,62,533,0
2023-11-07,Car_10,290,1879,2773,0,2767,822,62,789,0
2023-11-08,Car_6,353,2560,2701,0,3053,822,62,931,0
2023-11-09,Car_1,174,1234,2775,0,2951,822,62,677,11434
2023-11-09,Car_3,286,2031,2006,3,3047,822,62,1105,0
2023-11-10,Car_4,285,2018,2628,0,3057,822,62,519,0
2023-11-11,Car_4,348,2568,2776,0,3511,822,62,885,0
2023-11-11,Car_10,239,1767,2936,106,2719,822,62,650,0
2023-11-11,Car_10,207,1530,2760,0,3733,822,62,729,0
2023-11-12,Car_2,263,1740,2061,25,3068,822,62,1159,0
2023-11-12,Car_1,251,1662,2554,0,3193,822,62,886,0
2023-11-12,Car_7,227,1499,2672,0,3714,822,62,545,0
2023-11-12,Car_6,296,1959,1893,0,3385,822,62,549,0
2023-11-14,Car_8,284,1824,2248,0,3207,822,62,448,0
2023-11-14,Car_9,222,1426,3031,0,3796,822,62,593,0
2023-11-15,Car_6,254,1729,2978,0,3559,822,62,496,0
2023-11-16,Car_9,270,1760,2746,0,2953,822,62,349,0
2023-11-16,Car_5,263,1714,3120,0,2815,822,62,958,6668
2023-11-17,Car_5,286,1901,2184,0,2725,822,62,1123,0
2023-11-17,Car_4,195,1300,3176,0,2987,822,62,1134,0
2023-11-17,Car_2,227,1513,2592,0,3514,822,62,697,0
2023-11-18,Car_1,229,1590,2376,0,3342,822,62,422,0
2023-11-19,Car_9,196,1198,2513,0,3160,822,62,938,0
2023-11-19,Car_8,149,910,2516,0,2850,822,62,961,0
2023-11-19,Car_8,347,2120,3260,36,2601,822,62,1005,0
2023-11-20,Car_1,240,1883,1761,0,3187,822,62,727,0
2023-11-21,Car_3,173,1035,2198,2,3676,822,62,877,0
2023-11-21,Car_10,307,1839,2545,12,3343,822,62,892,0
2023-11-22,Car_4,241,1417,2402,0,2130,822,62,764,0
2023-11-22,Car_5,294,1724,2843,0,3194,822,62,830,11926
2023-11-23,Car_8,301,2195,2433,0,3223,822,62,735,0
2023-11-23,Car_2,245,1785,2480,0,3266,822,62,550,0
2023-11-23,Car_10,282,2061,2552,0,3798,822,62,704,0
2023-11-24,Car_8,250,1767,2181,14,3698,822,62,611,0
2023-11-24,Car_2,288,2040,2804,0,2878,822,62,451,0
2023-11-24,Car_2,104,738,2651,0,3163,822,62,692,0
2023-11-24,Car_10,244,1724,2344,0,2317,822,62,848,0
2023-11-24,Car_10,254,1799,2338,0,3341,822,62,641,0
2023-11-25,Car_4,163,1135,2244,0,3880,822,62,1365,0
2023-11-25,Car_6,285,1987,2424,0,3488,822,62,496,0
2023-11-26,Car_6,242,1688,2274,27,3443,822,62,501,0
2023-11-26,Car_4,239,1666,2027,0,3927,822,62,806,0
2023-11-27,Car_4,272,1791,2558,0,3198,822,62,1026,0
2023-11-27,Car_1,244,1610,2363,21,3498,822,62,383,10439
2023-11-27,Car_3,206,1359,3146,0,3442,822,62,965,0
2023-11-28,Car_5,256,1552,2645,0,2991,822,62,864,0
2023-11-28,Car_1,183,1110,2236,0,4034,822,62,1016,0
2023-12-01,Car_1,228,1636,2554,0,2546,822,62,789,0
2023-12-01,Car_2,261,1872,2530,0,2894,822,62,1007,0
2023-12-02,Car_9,405,2636,2696,0,3341,822,62,951,0
2023-12-02,Car_6,249,1624,2482,0,2673,822,62,553,0
2023-12-02,Car_2,205,1336,2887,0,3372,822,62,665,0
2023-12-02,Car_2,241,1566,2531,0,2574,822,62,869,0
2023-12-03,Car_2,282,1720,3255,0,3149,822,62,767,0
2023-12-03,Car_3,222,1353,1936,0,2864,822,62,873,0
2023-12-04,Car_9,252,1615,2088,0,2576,822,62,758,0
2023-12-05,Car_3,169,1160,2386,0,1858,822,62,779,0
2023-12-05,Car_4,262,1793,2102,0,2909,822,62,954,0
2023-12-05,Car_1,194,1327,2551,0,4046,822,62,775,0
2023-12-06,Car_2,156,979,2211,0,3287,822,62,698,0
2023-12-06,Car_4,292,1828,2721,0,2598,822,62,890,0
2023-12-06,Car_2,195,1222,3245,163,3829,822,62,611,0
2023-12-07,Car_5,267,1629,1738,0,3546,822,62,1089,11906
2023-12-07,Car_5,271,1657,1721,0,4587,822,62,621,0
2023-12-07,Car_1,248,1515,2144,0,3888,822,62,926,0
2023-12-08,Car_5,278,1874,2635,50,2616,822,62,929,0
2023-12-09,Car_1,183,1232,2237,0,3097,822,62,660,13967
2023-12-09,Car_1,238,1605,2729,0,3990,822,62,891,0
2023-12-10,Car_9,291,1830,2769,50,2517,822,62,500,0
2023-12-11,Car_9,238,1502,2638,0,2908,822,62,1016,0
2023-12-11,Car_1,307,1937,2909,0,2989,822,62,693,0
2023-12-13,Car_6,337,1930,2412,0,3567,822,62,804,0
2023-12-13,Car_2,253,1451,2570,72,3164,822,62,842,0
2023-12-14,Car_8,315,1813,2935,36,3408,822,62,842,0
2023-12-14,Car_8,256,1476,2569,0,4526,822,62,286,0
2023-12-15,Car_5,284,1754,2769,0,3236,822,62,833,0
2023-12-15,Car_4,250,1545,1655,0,2371,822,62,770,0
2023-12-15,Car_10,290,1786,3169,30,2831,822,62,888,0
2023-12-15,Car_3,204,1260,2203,0,3696,822,62,508,0
2023-12-15,Car_9,252,1556,2260,0,2370,822,62,1033,0
2023-12-16,Car_10,226,1462,3111,0,3640,822,62,699,0
2023-12-16,Car_6,174,1123,2568,0,3060,822,62,616,0
2023-12-17,Car_8,230,1562,2514,0,4285,822,62,525,0
2023-12-17,Car_6,315,2140,2179,71,3345,822,62,490,0
2023-12-17,Car_8,226,1535,2554,0,3605,822,62,900,0
2023-12-17,Car_1,267,1813,2905,0,2553,822,62,1042,0
2023-12-18,Car_5,300,2245,1976,0,3821,822,62,690,0
2023-12-18,Car_1,278,2078,2875,0,3593,822,62,555,0
2023-12-19,Car_2,219,1559,2674,0,3740,822,62,912,0
2023-12-19,Car_6,274,1948,2461,0,3860,822,62,1046,0
2023-12-20,Car_4,229,1491,2729,0,3270,822,62,598,0
2023-12-20,Car_9,210,1367,2386,0,3875,822,62,585,0
2023-12-21,Car_7,227,1494,2565,0,3239,822,62,589,0
2023-12-21,Car_10,155,1020,2701,0,2880,822,62,622,0
2023-12-21,Car_7,251,1653,3023,0,2636,822,62,858,0
2023-12-21,Car_1,294,1940,2358,0,3708,822,62,822,0
2023-12-23,Car_8,229,1509,2381,0,3634,822,62,1035,0
2023-12-23,Car_8,342,2251,3428,0,4674,822,62,921,0
2023-12-23,Car_8,253,1668,3083,0,4104,822,62,961,0
2023-12-24,Car_10,221,1422,2456,0,3420,822,62,587,0
2023-12-24,Car_10,239,1537,2525,0,3449,822,62,702,0
2023-12-25,Car_8,331,2250,2462,0,3362,822,62,733,0
2023-12-25,Car_6,222,1512,2300,59,3253,822,62,831,0
2023-12-25,Car_3,291,1977,3051,36,3254,822,62,766,0
2023-12-26,Car_6,289,1765,2572,0,3313,822,62,654,0
2023-12-26,Car_5,268,1634,2262,0,3016,822,62,785,0
2023-12-26,Car_2,320,1951,3252,0,3072,822,62,944,0
2023-12-26,Car_9,277,1690,2969,31,2536,822,62,1100,0
2023-12-26,Car_6,213,1298,2098,0,3057,822,62,967,0
2023-12-27,Car_5,308,2132,2306,0,2888,822,62,791,0
2023-12-28,Car_9,185,1392,2500,0,3669,822,62,1037,0
2023-12-28,Car_5,321,2410,3016,0,4367,822,62,973,0
2023-12-29,Car_3,205,1340,3288,0,3494,822,62,693,0
2023-12-30,Car_5,270,1849,1907,0,2891,822,62,725,0
2023-12-30,Car_5,344,2354,2522,0,3856,822,62,922,11310
2023-12-30,Car_7,236,1616,2784,0,4102,822,62,416,0
2023-12-30,Car_9,205,1404,2056,0,3059,822,62,923,10282
2023-12-30,Car_6,208,1422,2209,0,4005,822,62,780,0
2023-12-30,Car_2,299,2047,2628,0,3443,822,62,632,0
2023-12-31,Car_7,221,1549,1928,0,3701,822,62,705,0
2023-12-31,Car_9,243,1706,1825,0,3701,822,62,537,10748
2024-01-01,Car_10,269,1712,2791,0,3188,822,62,961,0
2024-01-02,Car_8,259,1746,3132,0,3731,822,62,558,0
2024-01-02,Car_4,331,2231,3201,54,2932,822,62,791,0
2024-01-02,Car_2,210,1416,2394,0,2332,822,62,1074,0
2024-01-02,Car_6,303,2040,1806,0,3188,822,62,481,0
